;;;weiblich;männlich;
2019;Hoden (C62);30 - 34;x;720;
2019;Hoden (C62);35 - 39;x;727;
2019;Hoden (C62);40 - 44;x;489;
2019;Hoden (C62);45 - 49;x;413;
2019;Hoden (C62);50 - 54;x;393;
2019;Hoden (C62);55 - 59;x;244;
2019;Hoden (C62);60 - 64;x;129;
2019;Hoden (C62);65 - 69;x;84;
2019;Hoden (C62);70 - 74;x;43;
2019;Hoden (C62);75 - 79;x;38;
2019;Hoden (C62);80 - 84;x;29;
2019;Hoden (C62);85+;x;16;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);0 - 4;x;<5;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);5 - 9;x;<5;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);10 - 14;x;<5;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);15 - 19;x;<5;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);20 - 24;x;<5;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);25 - 29;x;<5;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);30 - 34;x;<5;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);35 - 39;x;<5;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);40 - 44;x;<5;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);45 - 49;x;8;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);50 - 54;x;7;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);55 - 59;x;19;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);60 - 64;x;16;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);65 - 69;x;18;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);70 - 74;x;19;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);75 - 79;x;29;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);80 - 84;x;32;
2019;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);85+;x;17;
2019;Niere (C64);0 - 4;26;37;
2019;Niere (C64);5 - 9;11;10;
2019;Niere (C64);10 - 14;<5;<5;
2019;Niere (C64);15 - 19;<5;<5;
2019;Niere (C64);20 - 24;7;12;
2019;Niere (C64);25 - 29;13;22;
2019;Niere (C64);30 - 34;24;45;
2019;Niere (C64);35 - 39;42;91;
2019;Niere (C64);40 - 44;88;182;
2019;Niere (C64);45 - 49;133;394;
2019;Niere (C64);50 - 54;262;752;
2019;Niere (C64);55 - 59;446;1.084;
2019;Niere (C64);60 - 64;559;1.370;
2019;Niere (C64);65 - 69;764;1.540;
2019;Niere (C64);70 - 74;644;1.338;
2019;Niere (C64);75 - 79;877;1.558;
2019;Niere (C64);80 - 84;778;1.128;
2019;Niere (C64);85+;612;539;
2019;Nierenbecken (C65);0 - 4;<5;<5;
2019;Nierenbecken (C65);5 - 9;<5;<5;
2019;Nierenbecken (C65);10 - 14;<5;<5;
2019;Nierenbecken (C65);15 - 19;<5;<5;
2019;Nierenbecken (C65);20 - 24;<5;<5;
2019;Nierenbecken (C65);25 - 29;<5;<5;
2019;Nierenbecken (C65);30 - 34;<5;<5;
2019;Nierenbecken (C65);35 - 39;<5;<5;
2019;Nierenbecken (C65);40 - 44;<5;8;
2019;Nierenbecken (C65);45 - 49;9;10;
2019;Nierenbecken (C65);50 - 54;16;20;
2019;Nierenbecken (C65);55 - 59;28;51;
2019;Nierenbecken (C65);60 - 64;43;64;
2019;Nierenbecken (C65);65 - 69;58;89;
2019;Nierenbecken (C65);70 - 74;74;110;
2019;Nierenbecken (C65);75 - 79;105;172;
2019;Nierenbecken (C65);80 - 84;120;139;
2019;Nierenbecken (C65);85+;72;95;
2019;Harnleiter (C66);0 - 4;<5;<5;
2019;Harnleiter (C66);5 - 9;<5;<5;
2019;Harnleiter (C66);10 - 14;<5;<5;
2019;Harnleiter (C66);15 - 19;<5;<5;
2019;Harnleiter (C66);20 - 24;<5;<5;
2019;Harnleiter (C66);25 - 29;<5;<5;
2019;Harnleiter (C66);30 - 34;<5;<5;
2019;Harnleiter (C66);35 - 39;<5;<5;
2019;Harnleiter (C66);40 - 44;<5;<5;
2019;Harnleiter (C66);45 - 49;<5;7;
2019;Harnleiter (C66);50 - 54;<5;16;
2019;Harnleiter (C66);55 - 59;11;30;
2019;Harnleiter (C66);60 - 64;20;33;
2019;Harnleiter (C66);65 - 69;30;67;
2019;Harnleiter (C66);70 - 74;30;69;
2019;Harnleiter (C66);75 - 79;66;95;
2019;Harnleiter (C66);80 - 84;52;99;
2019;Harnleiter (C66);85+;34;43;
2019;Harnblase (C67);0 - 4;<5;<5;
2019;Harnblase (C67);5 - 9;<5;<5;
2019;Harnblase (C67);10 - 14;<5;<5;
2019;Harnblase (C67);15 - 19;<5;<5;
2019;Harnblase (C67);20 - 24;<5;<5;
2019;Harnblase (C67);25 - 29;<5;5;
2019;Harnblase (C67);30 - 34;8;7;
2019;Harnblase (C67);35 - 39;23;25;
2019;Harnblase (C67);40 - 44;29;63;
2019;Harnblase (C67);45 - 49;60;175;
2019;Harnblase (C67);50 - 54;156;443;
2019;Harnblase (C67);55 - 59;282;867;
2019;Harnblase (C67);60 - 64;412;1.295;
2019;Harnblase (C67);65 - 69;476;1.736;
2019;Harnblase (C67);70 - 74;548;1.847;
2019;Harnblase (C67);75 - 79;896;2.544;
2019;Harnblase (C67);80 - 84;958;2.447;
2019;Harnblase (C67);85+;981;1.945;
2019;sonstg./n.n.bez. Harnorgane (C68);0 - 4;<5;<5;
2019;sonstg./n.n.bez. Harnorgane (C68);5 - 9;<5;<5;
2019;sonstg./n.n.bez. Harnorgane (C68);10 - 14;<5;<5;
2019;sonstg./n.n.bez. Harnorgane (C68);15 - 19;<5;<5;
2019;sonstg./n.n.bez. Harnorgane (C68);20 - 24;<5;<5;
2019;sonstg./n.n.bez. Harnorgane (C68);25 - 29;<5;<5;
2019;sonstg./n.n.bez. Harnorgane (C68);30 - 34;<5;<5;
2019;sonstg./n.n.bez. Harnorgane (C68);35 - 39;<5;<5;
2019;sonstg./n.n.bez. Harnorgane (C68);40 - 44;<5;<5;
2019;sonstg./n.n.bez. Harnorgane (C68);45 - 49;<5;12;
2019;sonstg./n.n.bez. Harnorgane (C68);50 - 54;7;25;
2019;sonstg./n.n.bez. Harnorgane (C68);55 - 59;8;36;
2019;sonstg./n.n.bez. Harnorgane (C68);60 - 64;18;55;
2019;sonstg./n.n.bez. Harnorgane (C68);65 - 69;28;73;
2019;sonstg./n.n.bez. Harnorgane (C68);70 - 74;23;82;
2019;sonstg./n.n.bez. Harnorgane (C68);75 - 79;52;126;
2019;sonstg./n.n.bez. Harnorgane (C68);80 - 84;67;130;
2019;sonstg./n.n.bez. Harnorgane (C68);85+;73;128;
2019;Auge (C69);0 - 4;21;28;
2019;Auge (C69);5 - 9;<5;<5;
2019;Auge (C69);10 - 14;<5;<5;
2019;Auge (C69);15 - 19;<5;<5;
2019;Auge (C69);20 - 24;<5;<5;
2019;Auge (C69);25 - 29;7;<5;
2019;Auge (C69);30 - 34;10;10;
2019;Auge (C69);35 - 39;14;17;
2019;Auge (C69);40 - 44;14;11;
2019;Auge (C69);45 - 49;30;31;
2019;Auge (C69);50 - 54;42;59;
2019;Auge (C69);55 - 59;69;51;
2019;Auge (C69);60 - 64;66;79;
2019;Auge (C69);65 - 69;81;78;
2019;Auge (C69);70 - 74;56;78;
2019;Auge (C69);75 - 79;72;77;
2019;Auge (C69);80 - 84;64;55;
2019;Auge (C69);85+;36;36;
2019;Zentrales Nervensystem (C70-C72);0 - 4;67;69;
2019;Zentrales Nervensystem (C70-C72);5 - 9;49;51;
2019;Zentrales Nervensystem (C70-C72);10 - 14;33;33;
2019;Zentrales Nervensystem (C70-C72);15 - 19;33;23;
2019;Zentrales Nervensystem (C70-C72);20 - 24;45;52;
2019;Zentrales Nervensystem (C70-C72);25 - 29;50;103;
2019;Zentrales Nervensystem (C70-C72);30 - 34;83;131;
2019;Zentrales Nervensystem (C70-C72);35 - 39;110;133;
2019;Zentrales Nervensystem (C70-C72);40 - 44;106;143;
2019;Zentrales Nervensystem (C70-C72);45 - 49;133;225;
2019;Zentrales Nervensystem (C70-C72);50 - 54;270;337;
2019;Zentrales Nervensystem (C70-C72);55 - 59;336;453;
2019;Zentrales Nervensystem (C70-C72);60 - 64;323;450;
2019;Zentrales Nervensystem (C70-C72);65 - 69;378;538;
2019;Zentrales Nervensystem (C70-C72);70 - 74;316;464;
2019;Zentrales Nervensystem (C70-C72);75 - 79;421;506;
2019;Zentrales Nervensystem (C70-C72);80 - 84;342;399;
2019;Zentrales Nervensystem (C70-C72);85+;228;164;
2019;Schilddrüse (C73);0 - 4;<5;<5;
2019;Schilddrüse (C73);5 - 9;<5;<5;
2019;Schilddrüse (C73);10 - 14;6;<5;
2019;Schilddrüse (C73);15 - 19;46;17;
2019;Schilddrüse (C73);20 - 24;112;36;
2019;Schilddrüse (C73);25 - 29;228;78;
2019;Schilddrüse (C73);30 - 34;337;111;
2019;Schilddrüse (C73);35 - 39;394;133;
2019;Schilddrüse (C73);40 - 44;448;142;
2019;Schilddrüse (C73);45 - 49;485;193;
2019;Schilddrüse (C73);50 - 54;517;223;
2019;Schilddrüse (C73);55 - 59;441;246;
2019;Schilddrüse (C73);60 - 64;359;203;
2019;Schilddrüse (C73);65 - 69;320;174;
2019;Schilddrüse (C73);70 - 74;209;150;
2019;Schilddrüse (C73);75 - 79;240;110;
2019;Schilddrüse (C73);80 - 84;139;84;
2019;Schilddrüse (C73);85+;100;37;
2019;Nebenniere (C74);0 - 4;27;32;
2019;Nebenniere (C74);5 - 9;<5;<5;
2019;Nebenniere (C74);10 - 14;<5;<5;
2019;Nebenniere (C74);15 - 19;<5;<5;
2019;Nebenniere (C74);20 - 24;<5;<5;
2019;Nebenniere (C74);25 - 29;6;<5;
2019;Nebenniere (C74);30 - 34;<5;5;
2019;Nebenniere (C74);35 - 39;7;<5;
2019;Nebenniere (C74);40 - 44;11;8;
2019;Nebenniere (C74);45 - 49;11;10;
2019;Nebenniere (C74);50 - 54;17;17;
2019;Nebenniere (C74);55 - 59;23;18;
2019;Nebenniere (C74);60 - 64;16;20;
2019;Nebenniere (C74);65 - 69;19;14;
2019;Nebenniere (C74);70 - 74;10;16;
2019;Nebenniere (C74);75 - 79;20;15;
2019;Nebenniere (C74);80 - 84;10;9;
2019;Nebenniere (C74);85+;11;6;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);0 - 4;<5;<5;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);5 - 9;5;<5;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);10 - 14;<5;<5;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);15 - 19;<5;<5;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);20 - 24;<5;6;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);25 - 29;<5;<5;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);30 - 34;<5;<5;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);35 - 39;<5;5;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);40 - 44;<5;<5;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);45 - 49;<5;10;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);50 - 54;11;8;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);55 - 59;12;9;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);60 - 64;15;7;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);65 - 69;5;6;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);70 - 74;6;11;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);75 - 79;9;7;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);80 - 84;<5;5;
2019;sonstg. endokrine Drüsen u. verw. Strukturen (C75);85+;<5;<5;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);0 - 4;<5;<5;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);5 - 9;<5;<5;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);10 - 14;<5;<5;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);15 - 19;<5;<5;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);20 - 24;5;9;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);25 - 29;6;10;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);30 - 34;10;20;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);35 - 39;30;31;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);40 - 44;42;49;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);45 - 49;94;102;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);50 - 54;189;228;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);55 - 59;308;488;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);60 - 64;411;622;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);65 - 69;568;791;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);70 - 74;536;687;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);75 - 79;921;1.074;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);80 - 84;1.059;957;
2019;sonstg., ungenau u. n.bez. Lokalisationen (C76-C80);85+;1.671;934;
2019;Morbus Hodgkin (C81);0 - 4;<5;<5;
2019;Morbus Hodgkin (C81);5 - 9;5;8;
2019;Morbus Hodgkin (C81);10 - 14;27;25;
2019;Morbus Hodgkin (C81);15 - 19;79;74;
2019;Morbus Hodgkin (C81);20 - 24;111;121;
2019;Morbus Hodgkin (C81);25 - 29;127;123;
2019;Morbus Hodgkin (C81);30 - 34;99;124;
2019;Morbus Hodgkin (C81);35 - 39;102;105;
2019;Morbus Hodgkin (C81);40 - 44;54;78;
2019;Morbus Hodgkin (C81);45 - 49;55;100;
2019;Morbus Hodgkin (C81);50 - 54;75;133;
2019;Morbus Hodgkin (C81);55 - 59;59;121;
2019;Morbus Hodgkin (C81);60 - 64;64;116;
2019;Morbus Hodgkin (C81);65 - 69;63;92;
2019;Morbus Hodgkin (C81);70 - 74;57;76;
2019;Morbus Hodgkin (C81);75 - 79;78;98;
2019;Morbus Hodgkin (C81);80 - 84;60;73;
2019;Morbus Hodgkin (C81);85+;40;38;
2019;Non-Hodgkin-Lymphome (C82-C88);0 - 4;8;23;
2019;Non-Hodgkin-Lymphome (C82-C88);5 - 9;11;30;
2019;Non-Hodgkin-Lymphome (C82-C88);10 - 14;12;26;
2019;Non-Hodgkin-Lymphome (C82-C88);15 - 19;17;43;
2019;Non-Hodgkin-Lymphome (C82-C88);20 - 24;47;67;
2019;Non-Hodgkin-Lymphome (C82-C88);25 - 29;61;101;
2019;Non-Hodgkin-Lymphome (C82-C88);30 - 34;94;154;
2019;Non-Hodgkin-Lymphome (C82-C88);35 - 39;113;175;
2019;Non-Hodgkin-Lymphome (C82-C88);40 - 44;165;279;
2019;Non-Hodgkin-Lymphome (C82-C88);45 - 49;248;370;
2019;Non-Hodgkin-Lymphome (C82-C88);50 - 54;504;644;
2019;Non-Hodgkin-Lymphome (C82-C88);55 - 59;664;925;
2019;Non-Hodgkin-Lymphome (C82-C88);60 - 64;850;1.068;
2019;Non-Hodgkin-Lymphome (C82-C88);65 - 69;1.002;1.339;
2019;Non-Hodgkin-Lymphome (C82-C88);70 - 74;1.015;1.340;
2019;Non-Hodgkin-Lymphome (C82-C88);75 - 79;1.624;1.925;
2019;Non-Hodgkin-Lymphome (C82-C88);80 - 84;1.395;1.565;
2019;Non-Hodgkin-Lymphome (C82-C88);85+;974;893;
2019;Multiples Myelom (C90);0 - 4;<5;<5;
2019;Multiples Myelom (C90);5 - 9;<5;<5;
2019;Multiples Myelom (C90);10 - 14;<5;<5;
2019;Multiples Myelom (C90);15 - 19;<5;<5;
2019;Multiples Myelom (C90);20 - 24;<5;<5;
2019;Multiples Myelom (C90);25 - 29;<5;<5;
2019;Multiples Myelom (C90);30 - 34;<5;15;
2019;Multiples Myelom (C90);35 - 39;20;21;
2019;Multiples Myelom (C90);40 - 44;37;40;
2019;Multiples Myelom (C90);45 - 49;75;97;
2019;Multiples Myelom (C90);50 - 54;153;264;
2019;Multiples Myelom (C90);55 - 59;271;381;
2019;Multiples Myelom (C90);60 - 64;292;525;
2019;Multiples Myelom (C90);65 - 69;430;586;
2019;Multiples Myelom (C90);70 - 74;397;591;
2019;Multiples Myelom (C90);75 - 79;712;835;
2019;Multiples Myelom (C90);80 - 84;630;669;
2019;Multiples Myelom (C90);85+;422;343;
2019;Leukämien (C91-C95);0 - 4;171;138;
2019;Leukämien (C91-C95);5 - 9;50;97;
2019;Leukämien (C91-C95);10 - 14;40;62;
2019;Leukämien (C91-C95);15 - 19;33;70;
2019;Leukämien (C91-C95);20 - 24;40;67;
2019;Leukämien (C91-C95);25 - 29;53;72;
2019;Leukämien (C91-C95);30 - 34;74;102;
2019;Leukämien (C91-C95);35 - 39;62;114;
2019;Leukämien (C91-C95);40 - 44;103;124;
2019;Leukämien (C91-C95);45 - 49;162;246;
2019;Leukämien (C91-C95);50 - 54;326;418;
2019;Leukämien (C91-C95);55 - 59;391;688;
2019;Leukämien (C91-C95);60 - 64;477;848;
2019;Leukämien (C91-C95);65 - 69;588;1.000;
2019;Leukämien (C91-C95);70 - 74;663;1.008;
2019;Leukämien (C91-C95);75 - 79;1.027;1.517;
2019;Leukämien (C91-C95);80 - 84;1.017;1.284;
2019;Leukämien (C91-C95);85+;979;888;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);0 - 4;<5;<5;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);5 - 9;<5;<5;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);10 - 14;<5;<5;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);15 - 19;<5;8;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);20 - 24;<5;8;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);25 - 29;<5;5;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);30 - 34;7;9;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);35 - 39;7;<5;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);40 - 44;6;8;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);45 - 49;7;12;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);50 - 54;10;10;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);55 - 59;8;21;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);60 - 64;9;14;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);65 - 69;17;26;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);70 - 74;6;6;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);75 - 79;9;7;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);80 - 84;10;8;
2019;sonstg./n.n.bez. bösartige Neubildungen d. lymphatischen/blutbildenden Gewebes (C96);85+;9;6;
2020;Krebs gesamt (C00-C97 ohne C44);0 - 4;405;464;
2020;Krebs gesamt (C00-C97 ohne C44);5 - 9;190;248;
2020;Krebs gesamt (C00-C97 ohne C44);10 - 14;194;268;
2020;Krebs gesamt (C00-C97 ohne C44);15 - 19;433;424;
2020;Krebs gesamt (C00-C97 ohne C44);20 - 24;783;943;
2020;Krebs gesamt (C00-C97 ohne C44);25 - 29;1.497;1.382;
2020;Krebs gesamt (C00-C97 ohne C44);30 - 34;3.079;2.126;
2020;Krebs gesamt (C00-C97 ohne C44);35 - 39;4.776;2.679;
2020;Krebs gesamt (C00-C97 ohne C44);40 - 44;6.859;3.352;
2020;Krebs gesamt (C00-C97 ohne C44);45 - 49;10.281;5.533;
2020;Krebs gesamt (C00-C97 ohne C44);50 - 54;18.270;12.990;
2020;Krebs gesamt (C00-C97 ohne C44);55 - 59;22.644;24.000;
2020;Krebs gesamt (C00-C97 ohne C44);60 - 64;26.420;33.582;
2020;Krebs gesamt (C00-C97 ohne C44);65 - 69;28.951;41.521;
2020;Krebs gesamt (C00-C97 ohne C44);70 - 74;26.075;40.645;
2020;Krebs gesamt (C00-C97 ohne C44);75 - 79;31.172;43.585;
2020;Krebs gesamt (C00-C97 ohne C44);80 - 84;32.105;37.417;
2020;Krebs gesamt (C00-C97 ohne C44);85+;26.923;22.269;
2020;Mundhöhle und Rachen (C00-C14);0 - 4;<5;<5;
2020;Mundhöhle und Rachen (C00-C14);5 - 9;<5;<5;
2020;Mundhöhle und Rachen (C00-C14);10 - 14;6;6;
2020;Mundhöhle und Rachen (C00-C14);15 - 19;53;8;
2020;Mundhöhle und Rachen (C00-C14);20 - 24;12;13;
2020;Mundhöhle und Rachen (C00-C14);25 - 29;26;27;
2020;Mundhöhle und Rachen (C00-C14);30 - 34;45;52;
2020;Mundhöhle und Rachen (C00-C14);35 - 39;48;79;
2020;Mundhöhle und Rachen (C00-C14);40 - 44;72;153;
2020;Mundhöhle und Rachen (C00-C14);45 - 49;127;327;
2020;Mundhöhle und Rachen (C00-C14);50 - 54;293;755;
2020;Mundhöhle und Rachen (C00-C14);55 - 59;511;1.418;
2020;Mundhöhle und Rachen (C00-C14);60 - 64;620;1.648;
2020;Mundhöhle und Rachen (C00-C14);65 - 69;566;1.566;
2020;Mundhöhle und Rachen (C00-C14);70 - 74;483;1.115;
2020;Mundhöhle und Rachen (C00-C14);75 - 79;498;1.014;
2020;Mundhöhle und Rachen (C00-C14);80 - 84;528;741;
2020;Mundhöhle und Rachen (C00-C14);85+;440;449;
2020;Speiseröhre (C15);0 - 4;<5;<5;
2020;Speiseröhre (C15);5 - 9;<5;<5;
2020;Speiseröhre (C15);10 - 14;<5;<5;
2020;Speiseröhre (C15);15 - 19;<5;<5;
2020;Speiseröhre (C15);20 - 24;<5;<5;
2020;Speiseröhre (C15);25 - 29;<5;<5;
2020;Speiseröhre (C15);30 - 34;<5;8;
2020;Speiseröhre (C15);35 - 39;9;18;
2020;Speiseröhre (C15);40 - 44;8;45;
2020;Speiseröhre (C15);45 - 49;27;127;
2020;Speiseröhre (C15);50 - 54;62;369;
2020;Speiseröhre (C15);55 - 59;150;694;
2020;Speiseröhre (C15);60 - 64;253;938;
2020;Speiseröhre (C15);65 - 69;268;1.040;
2020;Speiseröhre (C15);70 - 74;260;810;
2020;Speiseröhre (C15);75 - 79;243;796;
2020;Speiseröhre (C15);80 - 84;268;651;
2020;Speiseröhre (C15);85+;251;304;
2020;Magen (C16);0 - 4;<5;<5;
2020;Magen (C16);5 - 9;<5;<5;
2020;Magen (C16);10 - 14;<5;<5;
2020;Magen (C16);15 - 19;<5;<5;
2020;Magen (C16);20 - 24;8;9;
2020;Magen (C16);25 - 29;18;12;
2020;Magen (C16);30 - 34;37;38;
2020;Magen (C16);35 - 39;70;74;
2020;Magen (C16);40 - 44;106;126;
2020;Magen (C16);45 - 49;128;206;
2020;Magen (C16);50 - 54;265;534;
2020;Magen (C16);55 - 59;378;832;
2020;Magen (C16);60 - 64;506;1.088;
2020;Magen (C16);65 - 69;594;1.297;
2020;Magen (C16);70 - 74;658;1.300;
2020;Magen (C16);75 - 79;797;1.365;
2020;Magen (C16);80 - 84;974;1.407;
2020;Magen (C16);85+;1.004;949;
2020;Dünndarm (C17);0 - 4;<5;<5;
2020;Dünndarm (C17);5 - 9;<5;<5;
2020;Dünndarm (C17);10 - 14;<5;<5;
2020;Dünndarm (C17);15 - 19;<5;<5;
2020;Dünndarm (C17);20 - 24;<5;<5;
2020;Dünndarm (C17);25 - 29;<5;7;
2020;Dünndarm (C17);30 - 34;9;9;
2020;Dünndarm (C17);35 - 39;19;23;
2020;Dünndarm (C17);40 - 44;33;30;
2020;Dünndarm (C17);45 - 49;50;53;
2020;Dünndarm (C17);50 - 54;86;114;
2020;Dünndarm (C17);55 - 59;137;152;
2020;Dünndarm (C17);60 - 64;146;182;
2020;Dünndarm (C17);65 - 69;144;218;
2020;Dünndarm (C17);70 - 74;154;245;
2020;Dünndarm (C17);75 - 79;177;226;
2020;Dünndarm (C17);80 - 84;183;193;
2020;Dünndarm (C17);85+;113;117;
2020;Darm (C18-C20);0 - 4;<5;<5;
2020;Darm (C18-C20);5 - 9;<5;<5;
2020;Darm (C18-C20);10 - 14;18;8;
2020;Darm (C18-C20);15 - 19;36;21;
2020;Darm (C18-C20);20 - 24;55;53;
2020;Darm (C18-C20);25 - 29;73;88;
2020;Darm (C18-C20);30 - 34;139;142;
2020;Darm (C18-C20);35 - 39;209;276;
2020;Darm (C18-C20);40 - 44;341;377;
2020;Darm (C18-C20);45 - 49;535;724;
2020;Darm (C18-C20);50 - 54;1.306;1.736;
2020;Darm (C18-C20);55 - 59;1.754;2.942;
2020;Darm (C18-C20);60 - 64;2.101;3.656;
2020;Darm (C18-C20);65 - 69;2.641;4.252;
2020;Darm (C18-C20);70 - 74;2.812;4.325;
2020;Darm (C18-C20);75 - 79;3.977;4.791;
2020;Darm (C18-C20);80 - 84;4.699;4.920;
2020;Darm (C18-C20);85+;4.416;3.134;
2020;Anus u. Analkanal (C21);0 - 4;<5;<5;
2020;Anus u. Analkanal (C21);5 - 9;<5;<5;
2020;Anus u. Analkanal (C21);10 - 14;<5;<5;
2020;Anus u. Analkanal (C21);15 - 19;<5;<5;
2020;Anus u. Analkanal (C21);20 - 24;<5;<5;
2020;Anus u. Analkanal (C21);25 - 29;<5;<5;
2020;Anus u. Analkanal (C21);30 - 34;12;<5;
2020;Anus u. Analkanal (C21);35 - 39;26;11;
2020;Anus u. Analkanal (C21);40 - 44;39;22;
2020;Anus u. Analkanal (C21);45 - 49;69;40;
2020;Anus u. Analkanal (C21);50 - 54;166;86;
2020;Anus u. Analkanal (C21);55 - 59;234;126;
2020;Anus u. Analkanal (C21);60 - 64;243;130;
2020;Anus u. Analkanal (C21);65 - 69;210;107;
2020;Anus u. Analkanal (C21);70 - 74;168;99;
2020;Anus u. Analkanal (C21);75 - 79;168;92;
2020;Anus u. Analkanal (C21);80 - 84;140;81;
2020;Anus u. Analkanal (C21);85+;104;44;
2020;Leber (C22);0 - 4;8;17;
2020;Leber (C22);5 - 9;<5;<5;
2020;Leber (C22);10 - 14;<5;<5;
2020;Leber (C22);15 - 19;<5;<5;
2020;Leber (C22);20 - 24;<5;6;
2020;Leber (C22);25 - 29;9;16;
2020;Leber (C22);30 - 34;5;15;
2020;Leber (C22);35 - 39;11;28;
2020;Leber (C22);40 - 44;24;36;
2020;Leber (C22);45 - 49;46;84;
2020;Leber (C22);50 - 54;127;247;
2020;Leber (C22);55 - 59;206;467;
2020;Leber (C22);60 - 64;316;871;
2020;Leber (C22);65 - 69;429;1.101;
2020;Leber (C22);70 - 74;391;1.140;
2020;Leber (C22);75 - 79;525;1.242;
