;;;weiblich;männlich;
2020;Leber (C22);80 - 84;539;1.011;
2020;Leber (C22);85+;464;576;
2020;Gallenblase und Gallenwege (C23-C24);0 - 4;<5;<5;
2020;Gallenblase und Gallenwege (C23-C24);5 - 9;<5;<5;
2020;Gallenblase und Gallenwege (C23-C24);10 - 14;<5;<5;
2020;Gallenblase und Gallenwege (C23-C24);15 - 19;<5;<5;
2020;Gallenblase und Gallenwege (C23-C24);20 - 24;<5;<5;
2020;Gallenblase und Gallenwege (C23-C24);25 - 29;<5;<5;
2020;Gallenblase und Gallenwege (C23-C24);30 - 34;<5;7;
2020;Gallenblase und Gallenwege (C23-C24);35 - 39;9;6;
2020;Gallenblase und Gallenwege (C23-C24);40 - 44;19;18;
2020;Gallenblase und Gallenwege (C23-C24);45 - 49;32;42;
2020;Gallenblase und Gallenwege (C23-C24);50 - 54;64;90;
2020;Gallenblase und Gallenwege (C23-C24);55 - 59;150;168;
2020;Gallenblase und Gallenwege (C23-C24);60 - 64;240;266;
2020;Gallenblase und Gallenwege (C23-C24);65 - 69;312;338;
2020;Gallenblase und Gallenwege (C23-C24);70 - 74;321;359;
2020;Gallenblase und Gallenwege (C23-C24);75 - 79;433;472;
2020;Gallenblase und Gallenwege (C23-C24);80 - 84;541;499;
2020;Gallenblase und Gallenwege (C23-C24);85+;543;326;
2020;Bauchspeicheldrüse (C25);0 - 4;<5;<5;
2020;Bauchspeicheldrüse (C25);5 - 9;<5;<5;
2020;Bauchspeicheldrüse (C25);10 - 14;<5;<5;
2020;Bauchspeicheldrüse (C25);15 - 19;5;<5;
2020;Bauchspeicheldrüse (C25);20 - 24;10;<5;
2020;Bauchspeicheldrüse (C25);25 - 29;7;11;
2020;Bauchspeicheldrüse (C25);30 - 34;27;19;
2020;Bauchspeicheldrüse (C25);35 - 39;24;37;
2020;Bauchspeicheldrüse (C25);40 - 44;71;76;
2020;Bauchspeicheldrüse (C25);45 - 49;121;178;
2020;Bauchspeicheldrüse (C25);50 - 54;333;437;
2020;Bauchspeicheldrüse (C25);55 - 59;601;884;
2020;Bauchspeicheldrüse (C25);60 - 64;858;1.204;
2020;Bauchspeicheldrüse (C25);65 - 69;1.074;1.448;
2020;Bauchspeicheldrüse (C25);70 - 74;1.276;1.438;
2020;Bauchspeicheldrüse (C25);75 - 79;1.792;1.869;
2020;Bauchspeicheldrüse (C25);80 - 84;2.077;1.678;
2020;Bauchspeicheldrüse (C25);85+;1.698;1.016;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);0 - 4;<5;<5;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);5 - 9;<5;<5;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);10 - 14;<5;<5;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);15 - 19;<5;<5;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);20 - 24;<5;<5;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);25 - 29;<5;<5;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);30 - 34;<5;<5;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);35 - 39;<5;<5;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);40 - 44;6;<5;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);45 - 49;<5;5;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);50 - 54;18;23;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);55 - 59;17;30;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);60 - 64;34;36;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);65 - 69;40;43;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);70 - 74;49;49;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);75 - 79;68;67;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);80 - 84;64;69;
2020;sonstg./n.n.bez. Verdauungsorgane (C26);85+;154;96;
2020;Nasenhöhle und Mittelohr (C30);0 - 4;<5;<5;
2020;Nasenhöhle und Mittelohr (C30);5 - 9;<5;<5;
2020;Nasenhöhle und Mittelohr (C30);10 - 14;<5;<5;
2020;Nasenhöhle und Mittelohr (C30);15 - 19;<5;<5;
2020;Nasenhöhle und Mittelohr (C30);20 - 24;<5;<5;
2020;Nasenhöhle und Mittelohr (C30);25 - 29;<5;<5;
2020;Nasenhöhle und Mittelohr (C30);30 - 34;<5;6;
2020;Nasenhöhle und Mittelohr (C30);35 - 39;7;10;
2020;Nasenhöhle und Mittelohr (C30);40 - 44;15;12;
2020;Nasenhöhle und Mittelohr (C30);45 - 49;12;18;
2020;Nasenhöhle und Mittelohr (C30);50 - 54;28;47;
2020;Nasenhöhle und Mittelohr (C30);55 - 59;45;78;
2020;Nasenhöhle und Mittelohr (C30);60 - 64;41;64;
2020;Nasenhöhle und Mittelohr (C30);65 - 69;44;62;
2020;Nasenhöhle und Mittelohr (C30);70 - 74;40;49;
2020;Nasenhöhle und Mittelohr (C30);75 - 79;31;42;
2020;Nasenhöhle und Mittelohr (C30);80 - 84;39;36;
2020;Nasenhöhle und Mittelohr (C30);85+;20;21;
2020;Nasennebenhöhle (C31);0 - 4;<5;<5;
2020;Nasennebenhöhle (C31);5 - 9;<5;<5;
2020;Nasennebenhöhle (C31);10 - 14;<5;<5;
2020;Nasennebenhöhle (C31);15 - 19;<5;<5;
2020;Nasennebenhöhle (C31);20 - 24;<5;<5;
2020;Nasennebenhöhle (C31);25 - 29;<5;<5;
2020;Nasennebenhöhle (C31);30 - 34;<5;<5;
2020;Nasennebenhöhle (C31);35 - 39;<5;5;
2020;Nasennebenhöhle (C31);40 - 44;<5;9;
2020;Nasennebenhöhle (C31);45 - 49;7;17;
2020;Nasennebenhöhle (C31);50 - 54;5;18;
2020;Nasennebenhöhle (C31);55 - 59;16;30;
2020;Nasennebenhöhle (C31);60 - 64;19;44;
2020;Nasennebenhöhle (C31);65 - 69;15;34;
2020;Nasennebenhöhle (C31);70 - 74;9;32;
2020;Nasennebenhöhle (C31);75 - 79;14;38;
2020;Nasennebenhöhle (C31);80 - 84;21;22;
2020;Nasennebenhöhle (C31);85+;8;18;
2020;Kehlkopf (C32);0 - 4;<5;<5;
2020;Kehlkopf (C32);5 - 9;<5;<5;
2020;Kehlkopf (C32);10 - 14;<5;<5;
2020;Kehlkopf (C32);15 - 19;<5;<5;
2020;Kehlkopf (C32);20 - 24;<5;<5;
2020;Kehlkopf (C32);25 - 29;<5;<5;
2020;Kehlkopf (C32);30 - 34;<5;<5;
2020;Kehlkopf (C32);35 - 39;<5;8;
2020;Kehlkopf (C32);40 - 44;7;17;
2020;Kehlkopf (C32);45 - 49;13;52;
2020;Kehlkopf (C32);50 - 54;45;186;
2020;Kehlkopf (C32);55 - 59;74;373;
2020;Kehlkopf (C32);60 - 64;74;482;
2020;Kehlkopf (C32);65 - 69;89;490;
2020;Kehlkopf (C32);70 - 74;74;433;
2020;Kehlkopf (C32);75 - 79;64;368;
2020;Kehlkopf (C32);80 - 84;39;252;
2020;Kehlkopf (C32);85+;43;133;
2020;Lunge (C33-C34);0 - 4;<5;<5;
2020;Lunge (C33-C34);5 - 9;<5;<5;
2020;Lunge (C33-C34);10 - 14;<5;<5;
2020;Lunge (C33-C34);15 - 19;<5;<5;
2020;Lunge (C33-C34);20 - 24;7;5;
2020;Lunge (C33-C34);25 - 29;13;12;
2020;Lunge (C33-C34);30 - 34;30;31;
2020;Lunge (C33-C34);35 - 39;55;94;
2020;Lunge (C33-C34);40 - 44;161;189;
2020;Lunge (C33-C34);45 - 49;416;434;
2020;Lunge (C33-C34);50 - 54;1.213;1.377;
2020;Lunge (C33-C34);55 - 59;2.354;3.245;
2020;Lunge (C33-C34);60 - 64;3.465;5.029;
2020;Lunge (C33-C34);65 - 69;4.171;6.294;
2020;Lunge (C33-C34);70 - 74;3.887;5.648;
2020;Lunge (C33-C34);75 - 79;3.507;5.809;
2020;Lunge (C33-C34);80 - 84;2.577;4.422;
2020;Lunge (C33-C34);85+;1.671;2.405;
2020;Thymus (C37);0 - 4;<5;<5;
2020;Thymus (C37);5 - 9;<5;<5;
2020;Thymus (C37);10 - 14;<5;<5;
2020;Thymus (C37);15 - 19;<5;<5;
2020;Thymus (C37);20 - 24;<5;<5;
2020;Thymus (C37);25 - 29;<5;<5;
2020;Thymus (C37);30 - 34;<5;5;
2020;Thymus (C37);35 - 39;5;5;
2020;Thymus (C37);40 - 44;10;9;
2020;Thymus (C37);45 - 49;12;9;
2020;Thymus (C37);50 - 54;21;29;
2020;Thymus (C37);55 - 59;27;31;
2020;Thymus (C37);60 - 64;32;30;
2020;Thymus (C37);65 - 69;28;31;
2020;Thymus (C37);70 - 74;30;25;
2020;Thymus (C37);75 - 79;22;34;
2020;Thymus (C37);80 - 84;23;15;
2020;Thymus (C37);85+;8;6;
2020;Herz, Mediastinum u. Pleura (C38);0 - 4;<5;<5;
2020;Herz, Mediastinum u. Pleura (C38);5 - 9;<5;<5;
2020;Herz, Mediastinum u. Pleura (C38);10 - 14;<5;<5;
2020;Herz, Mediastinum u. Pleura (C38);15 - 19;<5;<5;
2020;Herz, Mediastinum u. Pleura (C38);20 - 24;<5;<5;
2020;Herz, Mediastinum u. Pleura (C38);25 - 29;<5;<5;
2020;Herz, Mediastinum u. Pleura (C38);30 - 34;<5;5;
2020;Herz, Mediastinum u. Pleura (C38);35 - 39;<5;<5;
2020;Herz, Mediastinum u. Pleura (C38);40 - 44;<5;5;
2020;Herz, Mediastinum u. Pleura (C38);45 - 49;10;<5;
2020;Herz, Mediastinum u. Pleura (C38);50 - 54;<5;8;
2020;Herz, Mediastinum u. Pleura (C38);55 - 59;<5;11;
2020;Herz, Mediastinum u. Pleura (C38);60 - 64;10;15;
2020;Herz, Mediastinum u. Pleura (C38);65 - 69;14;21;
2020;Herz, Mediastinum u. Pleura (C38);70 - 74;15;16;
2020;Herz, Mediastinum u. Pleura (C38);75 - 79;21;25;
2020;Herz, Mediastinum u. Pleura (C38);80 - 84;20;33;
2020;Herz, Mediastinum u. Pleura (C38);85+;17;20;
2020;sonstg. Brustorgane (C39);0 - 4;<5;<5;
2020;sonstg. Brustorgane (C39);5 - 9;<5;<5;
2020;sonstg. Brustorgane (C39);10 - 14;<5;<5;
2020;sonstg. Brustorgane (C39);15 - 19;<5;<5;
2020;sonstg. Brustorgane (C39);20 - 24;<5;<5;
2020;sonstg. Brustorgane (C39);25 - 29;<5;<5;
2020;sonstg. Brustorgane (C39);30 - 34;<5;<5;
2020;sonstg. Brustorgane (C39);35 - 39;<5;<5;
2020;sonstg. Brustorgane (C39);40 - 44;<5;<5;
2020;sonstg. Brustorgane (C39);45 - 49;<5;<5;
2020;sonstg. Brustorgane (C39);50 - 54;<5;<5;
2020;sonstg. Brustorgane (C39);55 - 59;<5;<5;
2020;sonstg. Brustorgane (C39);60 - 64;<5;<5;
2020;sonstg. Brustorgane (C39);65 - 69;<5;<5;
2020;sonstg. Brustorgane (C39);70 - 74;<5;<5;
2020;sonstg. Brustorgane (C39);75 - 79;<5;<5;
2020;sonstg. Brustorgane (C39);80 - 84;<5;<5;
2020;sonstg. Brustorgane (C39);85+;<5;<5;
2020;Knochen u. Gelenkknorpel (C40-C41);0 - 4;5;7;
2020;Knochen u. Gelenkknorpel (C40-C41);5 - 9;11;13;
2020;Knochen u. Gelenkknorpel (C40-C41);10 - 14;28;31;
2020;Knochen u. Gelenkknorpel (C40-C41);15 - 19;23;36;
2020;Knochen u. Gelenkknorpel (C40-C41);20 - 24;16;43;
2020;Knochen u. Gelenkknorpel (C40-C41);25 - 29;14;17;
2020;Knochen u. Gelenkknorpel (C40-C41);30 - 34;11;12;
2020;Knochen u. Gelenkknorpel (C40-C41);35 - 39;19;31;
2020;Knochen u. Gelenkknorpel (C40-C41);40 - 44;13;20;
2020;Knochen u. Gelenkknorpel (C40-C41);45 - 49;19;18;
2020;Knochen u. Gelenkknorpel (C40-C41);50 - 54;26;37;
2020;Knochen u. Gelenkknorpel (C40-C41);55 - 59;32;54;
2020;Knochen u. Gelenkknorpel (C40-C41);60 - 64;24;35;
2020;Knochen u. Gelenkknorpel (C40-C41);65 - 69;34;47;
2020;Knochen u. Gelenkknorpel (C40-C41);70 - 74;23;34;
2020;Knochen u. Gelenkknorpel (C40-C41);75 - 79;30;35;
2020;Knochen u. Gelenkknorpel (C40-C41);80 - 84;29;34;
2020;Knochen u. Gelenkknorpel (C40-C41);85+;38;25;
2020;Malignes Melanom der Haut (C43);0 - 4;<5;<5;
2020;Malignes Melanom der Haut (C43);5 - 9;<5;<5;
2020;Malignes Melanom der Haut (C43);10 - 14;<5;<5;
2020;Malignes Melanom der Haut (C43);15 - 19;17;15;
2020;Malignes Melanom der Haut (C43);20 - 24;107;52;
2020;Malignes Melanom der Haut (C43);25 - 29;259;98;
2020;Malignes Melanom der Haut (C43);30 - 34;418;215;
2020;Malignes Melanom der Haut (C43);35 - 39;555;300;
2020;Malignes Melanom der Haut (C43);40 - 44;566;363;
2020;Malignes Melanom der Haut (C43);45 - 49;821;601;
2020;Malignes Melanom der Haut (C43);50 - 54;1.232;1.035;
2020;Malignes Melanom der Haut (C43);55 - 59;1.212;1.252;
2020;Malignes Melanom der Haut (C43);60 - 64;1.174;1.347;
2020;Malignes Melanom der Haut (C43);65 - 69;1.097;1.387;
2020;Malignes Melanom der Haut (C43);70 - 74;1.055;1.518;
2020;Malignes Melanom der Haut (C43);75 - 79;1.226;1.967;
2020;Malignes Melanom der Haut (C43);80 - 84;1.216;1.714;
2020;Malignes Melanom der Haut (C43);85+;866;985;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);0 - 4;51;51;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);5 - 9;13;11;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);10 - 14;13;10;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);15 - 19;30;24;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);20 - 24;28;22;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);25 - 29;26;40;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);30 - 34;46;62;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);35 - 39;63;76;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);40 - 44;46;74;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);45 - 49;86;101;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);50 - 54;147;162;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);55 - 59;217;255;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);60 - 64;244;288;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);65 - 69;256;414;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);70 - 74;303;464;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);75 - 79;337;637;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);80 - 84;382;708;
2020;Weichteile u. mesotheliales Gewebe (C45-C49);85+;279;434;
2020;Brustdrüse (C50);0 - 4;<5;<5;
2020;Brustdrüse (C50);5 - 9;<5;<5;
2020;Brustdrüse (C50);10 - 14;<5;<5;
2020;Brustdrüse (C50);15 - 19;<5;<5;
2020;Brustdrüse (C50);20 - 24;45;<5;
2020;Brustdrüse (C50);25 - 29;285;<5;
2020;Brustdrüse (C50);30 - 34;991;<5;
2020;Brustdrüse (C50);35 - 39;1.850;5;
2020;Brustdrüse (C50);40 - 44;3.276;8;
2020;Brustdrüse (C50);45 - 49;4.973;18;
2020;Brustdrüse (C50);50 - 54;8.205;49;
2020;Brustdrüse (C50);55 - 59;8.025;64;
2020;Brustdrüse (C50);60 - 64;8.576;88;
2020;Brustdrüse (C50);65 - 69;8.776;111;
2020;Brustdrüse (C50);70 - 74;6.278;102;
2020;Brustdrüse (C50);75 - 79;7.917;112;
2020;Brustdrüse (C50);80 - 84;7.660;106;
2020;Brustdrüse (C50);85+;6.101;79;
2020;Vulva (C51);0 - 4;<5;x;
2020;Vulva (C51);5 - 9;<5;x;
2020;Vulva (C51);10 - 14;<5;x;
2020;Vulva (C51);15 - 19;<5;x;
2020;Vulva (C51);20 - 24;<5;x;
2020;Vulva (C51);25 - 29;7;x;
2020;Vulva (C51);30 - 34;26;x;
2020;Vulva (C51);35 - 39;51;x;
2020;Vulva (C51);40 - 44;76;x;
2020;Vulva (C51);45 - 49;111;x;
2020;Vulva (C51);50 - 54;204;x;
2020;Vulva (C51);55 - 59;252;x;
2020;Vulva (C51);60 - 64;315;x;
2020;Vulva (C51);65 - 69;368;x;
2020;Vulva (C51);70 - 74;337;x;
2020;Vulva (C51);75 - 79;415;x;
2020;Vulva (C51);80 - 84;579;x;
2020;Vulva (C51);85+;522;x;
2020;Vagina (C52);0 - 4;<5;x;
2020;Vagina (C52);5 - 9;<5;x;
2020;Vagina (C52);10 - 14;<5;x;
2020;Vagina (C52);15 - 19;<5;x;
2020;Vagina (C52);20 - 24;<5;x;
2020;Vagina (C52);25 - 29;<5;x;
2020;Vagina (C52);30 - 34;<5;x;
2020;Vagina (C52);35 - 39;6;x;
2020;Vagina (C52);40 - 44;10;x;
2020;Vagina (C52);45 - 49;9;x;
2020;Vagina (C52);50 - 54;32;x;
2020;Vagina (C52);55 - 59;31;x;
2020;Vagina (C52);60 - 64;47;x;
2020;Vagina (C52);65 - 69;36;x;
2020;Vagina (C52);70 - 74;52;x;
2020;Vagina (C52);75 - 79;53;x;
2020;Vagina (C52);80 - 84;77;x;
2020;Vagina (C52);85+;68;x;
2020;Gebärmutterhals (C53);0 - 4;<5;x;
2020;Gebärmutterhals (C53);5 - 9;<5;x;
2020;Gebärmutterhals (C53);10 - 14;<5;x;
2020;Gebärmutterhals (C53);15 - 19;<5;x;
2020;Gebärmutterhals (C53);20 - 24;22;x;
2020;Gebärmutterhals (C53);25 - 29;92;x;
2020;Gebärmutterhals (C53);30 - 34;383;x;
2020;Gebärmutterhals (C53);35 - 39;607;x;
2020;Gebärmutterhals (C53);40 - 44;513;x;
2020;Gebärmutterhals (C53);45 - 49;472;x;
2020;Gebärmutterhals (C53);50 - 54;515;x;
2020;Gebärmutterhals (C53);55 - 59;497;x;
2020;Gebärmutterhals (C53);60 - 64;410;x;
2020;Gebärmutterhals (C53);65 - 69;371;x;
2020;Gebärmutterhals (C53);70 - 74;249;x;
2020;Gebärmutterhals (C53);75 - 79;247;x;
2020;Gebärmutterhals (C53);80 - 84;234;x;
2020;Gebärmutterhals (C53);85+;178;x;
2020;Gebärmutterkörper (C54-C55);0 - 4;<5;x;
2020;Gebärmutterkörper (C54-C55);5 - 9;<5;x;
2020;Gebärmutterkörper (C54-C55);10 - 14;<5;x;
2020;Gebärmutterkörper (C54-C55);15 - 19;<5;x;
2020;Gebärmutterkörper (C54-C55);20 - 24;5;x;
2020;Gebärmutterkörper (C54-C55);25 - 29;14;x;
2020;Gebärmutterkörper (C54-C55);30 - 34;46;x;
2020;Gebärmutterkörper (C54-C55);35 - 39;90;x;
2020;Gebärmutterkörper (C54-C55);40 - 44;173;x;
2020;Gebärmutterkörper (C54-C55);45 - 49;346;x;
2020;Gebärmutterkörper (C54-C55);50 - 54;867;x;
2020;Gebärmutterkörper (C54-C55);55 - 59;1.490;x;
2020;Gebärmutterkörper (C54-C55);60 - 64;1.624;x;
2020;Gebärmutterkörper (C54-C55);65 - 69;1.609;x;
2020;Gebärmutterkörper (C54-C55);70 - 74;1.429;x;
2020;Gebärmutterkörper (C54-C55);75 - 79;1.332;x;
2020;Gebärmutterkörper (C54-C55);80 - 84;1.282;x;
2020;Gebärmutterkörper (C54-C55);85+;895;x;
2020;Eierstöcke (C56);0 - 4;<5;x;
2020;Eierstöcke (C56);5 - 9;10;x;
2020;Eierstöcke (C56);10 - 14;11;x;
2020;Eierstöcke (C56);15 - 19;29;x;
2020;Eierstöcke (C56);20 - 24;30;x;
2020;Eierstöcke (C56);25 - 29;52;x;
2020;Eierstöcke (C56);30 - 34;87;x;
2020;Eierstöcke (C56);35 - 39;129;x;
2020;Eierstöcke (C56);40 - 44;190;x;
2020;Eierstöcke (C56);45 - 49;345;x;
2020;Eierstöcke (C56);50 - 54;595;x;
2020;Eierstöcke (C56);55 - 59;819;x;
2020;Eierstöcke (C56);60 - 64;901;x;
2020;Eierstöcke (C56);65 - 69;892;x;
2020;Eierstöcke (C56);70 - 74;816;x;
2020;Eierstöcke (C56);75 - 79;921;x;
2020;Eierstöcke (C56);80 - 84;972;x;
2020;Eierstöcke (C56);85+;692;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);0 - 4;<5;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);5 - 9;<5;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);10 - 14;<5;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);15 - 19;<5;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);20 - 24;<5;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);25 - 29;<5;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);30 - 34;<5;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);35 - 39;8;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);40 - 44;11;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);45 - 49;21;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);50 - 54;59;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);55 - 59;97;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);60 - 64;111;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);65 - 69;122;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);70 - 74;120;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);75 - 79;105;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);80 - 84;104;x;
2020;sonstg./n.n.bez. weibl. Geschlechtorgane (C57);85+;80;x;
2020;Plazenta (C58);0 - 4;<5;x;
2020;Plazenta (C58);5 - 9;<5;x;
2020;Plazenta (C58);10 - 14;<5;x;
2020;Plazenta (C58);15 - 19;<5;x;
2020;Plazenta (C58);20 - 24;<5;x;
2020;Plazenta (C58);25 - 29;<5;x;
2020;Plazenta (C58);30 - 34;<5;x;
2020;Plazenta (C58);35 - 39;6;x;
2020;Plazenta (C58);40 - 44;<5;x;
2020;Plazenta (C58);45 - 49;<5;x;
2020;Plazenta (C58);50 - 54;<5;x;
2020;Plazenta (C58);55 - 59;<5;x;
2020;Plazenta (C58);60 - 64;<5;x;
2020;Plazenta (C58);65 - 69;<5;x;
2020;Plazenta (C58);70 - 74;<5;x;
2020;Plazenta (C58);75 - 79;<5;x;
2020;Plazenta (C58);80 - 84;<5;x;
2020;Plazenta (C58);85+;<5;x;
2020;Penis (C60);0 - 4;x;<5;
2020;Penis (C60);5 - 9;x;<5;
2020;Penis (C60);10 - 14;x;<5;
2020;Penis (C60);15 - 19;x;<5;
2020;Penis (C60);20 - 24;x;<5;
2020;Penis (C60);25 - 29;x;<5;
2020;Penis (C60);30 - 34;x;<5;
2020;Penis (C60);35 - 39;x;7;
2020;Penis (C60);40 - 44;x;17;
2020;Penis (C60);45 - 49;x;23;
2020;Penis (C60);50 - 54;x;49;
2020;Penis (C60);55 - 59;x;81;
2020;Penis (C60);60 - 64;x;91;
2020;Penis (C60);65 - 69;x;148;
2020;Penis (C60);70 - 74;x;140;
2020;Penis (C60);75 - 79;x;154;
2020;Penis (C60);80 - 84;x;168;
2020;Penis (C60);85+;x;101;
2020;Prostata (C61);0 - 4;x;<5;
2020;Prostata (C61);5 - 9;x;<5;
2020;Prostata (C61);10 - 14;x;<5;
2020;Prostata (C61);15 - 19;x;<5;
2020;Prostata (C61);20 - 24;x;<5;
2020;Prostata (C61);25 - 29;x;<5;
2020;Prostata (C61);30 - 34;x;<5;
2020;Prostata (C61);35 - 39;x;6;
2020;Prostata (C61);40 - 44;x;51;
2020;Prostata (C61);45 - 49;x;402;
2020;Prostata (C61);50 - 54;x;1.804;
2020;Prostata (C61);55 - 59;x;5.142;
2020;Prostata (C61);60 - 64;x;9.062;
2020;Prostata (C61);65 - 69;x;12.888;
2020;Prostata (C61);70 - 74;x;13.195;
2020;Prostata (C61);75 - 79;x;12.966;
2020;Prostata (C61);80 - 84;x;9.215;
2020;Prostata (C61);85+;x;4.738;
2020;Hoden (C62);0 - 4;x;6;
2020;Hoden (C62);5 - 9;x;<5;
2020;Hoden (C62);10 - 14;x;<5;
2020;Hoden (C62);15 - 19;x;74;
2020;Hoden (C62);20 - 24;x;349;
2020;Hoden (C62);25 - 29;x;559;
2020;Hoden (C62);30 - 34;x;760;
2020;Hoden (C62);35 - 39;x;663;
2020;Hoden (C62);40 - 44;x;514;
2020;Hoden (C62);45 - 49;x;373;
2020;Hoden (C62);50 - 54;x;342;
2020;Hoden (C62);55 - 59;x;301;
2020;Hoden (C62);60 - 64;x;130;
2020;Hoden (C62);65 - 69;x;73;
2020;Hoden (C62);70 - 74;x;43;
2020;Hoden (C62);75 - 79;x;30;
2020;Hoden (C62);80 - 84;x;32;
2020;Hoden (C62);85+;x;24;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);0 - 4;x;<5;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);5 - 9;x;<5;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);10 - 14;x;<5;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);15 - 19;x;<5;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);20 - 24;x;<5;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);25 - 29;x;<5;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);30 - 34;x;<5;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);35 - 39;x;<5;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);40 - 44;x;<5;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);45 - 49;x;6;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);50 - 54;x;7;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);55 - 59;x;16;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);60 - 64;x;15;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);65 - 69;x;25;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);70 - 74;x;18;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);75 - 79;x;20;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);80 - 84;x;11;
2020;sonstg./n.n.bez. männl. Geschlechtsorgane (C63);85+;x;16;
2020;Niere (C64);0 - 4;36;33;
2020;Niere (C64);5 - 9;8;12;
2020;Niere (C64);10 - 14;<5;<5;
2020;Niere (C64);15 - 19;<5;6;
2020;Niere (C64);20 - 24;7;<5;
2020;Niere (C64);25 - 29;13;22;
2020;Niere (C64);30 - 34;27;45;
2020;Niere (C64);35 - 39;48;120;
2020;Niere (C64);40 - 44;80;201;
2020;Niere (C64);45 - 49;148;318;
2020;Niere (C64);50 - 54;278;701;
2020;Niere (C64);55 - 59;434;1.118;
2020;Niere (C64);60 - 64;557;1.408;
2020;Niere (C64);65 - 69;672;1.621;
2020;Niere (C64);70 - 74;683;1.361;
2020;Niere (C64);75 - 79;760;1.295;
2020;Niere (C64);80 - 84;733;1.024;
2020;Niere (C64);85+;601;549;
2020;Nierenbecken (C65);0 - 4;<5;<5;
2020;Nierenbecken (C65);5 - 9;<5;<5;
2020;Nierenbecken (C65);10 - 14;<5;<5;
2020;Nierenbecken (C65);15 - 19;<5;<5;
